市区,小区,户型,朝向,楼层,装修情况,电梯,面积(㎡),价格(万元),年份,Id,
昌平,顶秀青溪,3室2厅,西南,15,简装,有电梯,154,820,2007,1.01E+11,
昌平,森林大第,2室1厅,南北,6,精装,无电梯,94,445,2002,1.01E+11,
昌平,天通苑中苑,3室3厅,南北,6,精装,无电梯,145,560,2007,1.01E+11,
昌平,嘉诚花园一期,2室1厅,南北,6,简装,无电梯,74,390,1998,1.01E+11,
昌平,燕平家园,3室2厅,南西,15,精装,有电梯,121,435,2004,1.01E+11,
昌平,昌盛园二区,2室2厅,西南,6,简装,无电梯,99,368,1994,1.01E+11,
昌平,京科苑,2室1厅,南,6,简装,无电梯,62,270,1994,1.01E+11,
昌平,天通苑本六区,3室2厅,南北,6,精装,无电梯,162,490,2000,1.01E+11,
昌平,龙城花园N区,叠拼别墅,南北,2,简装,,107.93,620,1997,1.01E+11,
昌平,名流花园,3室1厅,南北,5,简装,无电梯,147,465,1998,1.01E+11,
昌平,新龙城,2室1厅,南北,9,精装,有电梯,103,530,2007,1.01E+11,
昌平,燕城苑南区,3室1厅,南北,6,简装,无电梯,84,325,1999,1.01E+11,
昌平,龙兴园北区,3室2厅,南北,6,精装,无电梯,132,499,2000,1.01E+11,
昌平,西环里,2室1厅,南北,5,简装,,57,235,1985,1.01E+11,
昌平,佳运园二期,2室1厅,南北,6,简装,无电梯,85,460,2005,1.01E+11,
昌平,西湖新村,3室2厅,南北,7,精装,无电梯,163,569,2000,1.01E+11,
昌平,天通苑北二区,2室1厅,南北,14,精装,有电梯,114,455,2005,1.01E+11,
昌平,石油大学松园宿舍,3室1厅,南北,5,精装,,86,320,1985,1.01E+11,
昌平,金隅万科城,2室1厅,西南,28,精装,有电梯,87,388,2009,1.01E+11,
昌平,安福苑,2室2厅,南北,7,简装,无电梯,89,350,2003,1.01E+11,
昌平,天通苑中苑,2室2厅,南北,6,简装,无电梯,104,418,2007,1.01E+11,
昌平,温泉花园A区,3室2厅,南北,5,简装,无电梯,172,408,1996,1.01E+11,
昌平,温泉花园A区,3室1厅,南北,5,简装,无电梯,108,355,1995,1.01E+11,
昌平,空军机械家属院,2室2厅,南北,5,简装,无电梯,79,415,1985,1.01E+11,
昌平,金色漫香苑,2室1厅,南北,8,精装,有电梯,90,409,2013,1.01E+11,
昌平,领秀慧谷C区,2室1厅,南北,6,简装,有电梯,86,500,2011,1.01E+11,
昌平,上奥世纪中心,2室1厅,南,23,简装,有电梯,106,445,2008,1.01E+11,
昌平,北街家园一区,3室1厅,南北,18,简装,有电梯,136,550,2008,1.01E+11,
昌平,望都新地,1室1厅,南北,6,简装,,64,320,2008,1.01E+11,
昌平,纳帕澜郡,2室1厅,南,15,简装,,68,255,2013,1.01E+11,
昌平,东辰小区,2室1厅,南西,6,精装,无电梯,65,330,1998,1.01E+11,
昌平,融泽嘉园,2室1厅,南,25,毛坯,有电梯,87,420,2013,1.01E+11,
昌平,天通苑东一区,2室1厅,南北,6,精装,无电梯,87,399,2001,1.01E+11,
昌平,北郊农场宿舍,2室1厅,南北,4,简装,无电梯,65,348,1988,1.01E+11,
昌平,流星花园三区,3室1厅,南北,6,其他,有电梯,129,720,2004,1.01E+11,
昌平,新龙城,2室2厅,南北,11,毛坯,有电梯,102,520,2007,1.01E+11,
昌平,流星花园三区,2室1厅,南北,6,其他,,95,465,2003,1.01E+11,
昌平,首开国风美唐二期,3室1厅,南北,16,简装,有电梯,95,540,2014,1.01E+11,
昌平,北街家园七区,2室2厅,南北,18,其他,有电梯,87,348,2010,1.01E+11,
昌平,温泉花园B区,2室2厅,南北,6,简装,无电梯,86,315,1999,1.01E+11,
昌平,龙跃苑东四区,3室2厅,南北,6,简装,无电梯,126,549,2006,1.01E+11,
昌平,天通苑东三区,2室1厅,南北,6,精装,无电梯,108,470,2002,1.01E+11,
昌平,龙城花园N区,4室2厅,南北,4,简装,,208,1100,1997,1.01E+11,
昌平,天通苑本四区,2室1厅,东西,6,精装,,103,415,2000,1.01E+11,
昌平,林场宿舍,1室1厅,南,5,简装,,38,150,2001,1.01E+11,
昌平,北京太阳城老年公寓,3室2厅,南北,9,精装,有电梯,168,650,2004,1.01E+11,
昌平,龙锦苑东一区,3室1厅,南北,6,精装,无电梯,124,450,2007,1.01E+11,
昌平,龙锦苑五区,2室1厅,南北,6,精装,无电梯,96,420,2005,1.01E+11,
昌平,嘉诚花园一期,3室1厅,南北,6,简装,无电梯,119,520,2000,1.01E+11,
昌平,美树假日嘉园,4室2厅,南北,3,精装,无电梯,172,788,2004,1.01E+11,
昌平,天通苑北二区,2室1厅,西南,12,精装,有电梯,103,450,2004,1.01E+11,
昌平,天通苑北二区,2室2厅,南北,18,精装,有电梯,175,735,2004,1.01E+11,
昌平,良庄家园,2室2厅,南北,6,精装,无电梯,98,475,2004,1.01E+11,
昌平,路劲世界城一期,2室1厅,南北,11,精装,有电梯,84,392,2013,1.01E+11,
昌平,天通苑本三区,3室2厅,南北,6,精装,,128,510,1999,1.01E+11,
昌平,北京人家,2室1厅,南,10,精装,有电梯,93,435,2005,1.01E+11,
昌平,龙山华府,3室1厅,南北,15,精装,有电梯,125,500,2011,1.01E+11,
昌平,温泉花园B区,2室1厅,南北,6,精装,无电梯,80,308,1998,1.01E+11,
昌平,矩阵二期,3室2厅,南北,12,精装,有电梯,180,860,2004,1.01E+11,
昌平,华龙苑北里,3室2厅,南北,6,简装,有电梯,134,450,2005,1.01E+11,
昌平,天通苑北二区,3室2厅,南北,12,毛坯,有电梯,147,600,2005,1.01E+11,
昌平,桃园公寓,4室2厅,东西,6,简装,无电梯,123,380,1996,1.01E+11,
昌平,天通苑本五区,3室1厅,东南,9,精装,,129,470,2001,1.01E+11,
昌平,太平家园,2室2厅,南北,6,简装,无电梯,101,410,2000,1.01E+11,
昌平,龙山华府,2室1厅,南,21,其他,有电梯,81,300,2010,1.01E+11,
昌平,天通苑中苑,4室2厅,南北,6,精装,无电梯,151,535,2007,1.01E+11,
昌平,天通苑中苑,2室1厅,东西,6,精装,,91,400,2007,1.01E+11,
昌平,首开国风美唐一期,2室1厅,南北,11,精装,有电梯,90,530,2012,1.01E+11,
昌平,名流花园,4室2厅,南北,5,精装,,159,538,1998,1.01E+11,
昌平,名流花园,3室2厅,西南,7,精装,无电梯,116,375,1997,1.01E+11,
昌平,北街家园八区,3室2厅,南北,15,简装,有电梯,123,500,2010,1.01E+11,
昌平,金域华府二期,2室1厅,南,28,精装,,92,610,2014,1.01E+11,
昌平,首开国风美唐二期,2室1厅,南,18,其他,有电梯,86,519,2014,1.01E+11,
昌平,北京人家,2室1厅,南北,6,精装,无电梯,74,366,2005,1.01E+11,
昌平,天通苑北二区,3室2厅,南北,18,精装,有电梯,147,599,2004,1.01E+11,
昌平,望都新地,1室1厅,南北,6,简装,,64,320,2008,1.01E+11,
昌平,流星花园三区,3室1厅,南北,6,其他,,144,700,2004,1.01E+11,
昌平,北街家园八区,2室1厅,南北,15,精装,有电梯,89,365,2010,1.01E+11,
昌平,天通苑本六区,4室2厅,南北,6,精装,,171,586,2001,1.01E+11,
昌平,溪城家园,2室1厅,南,15,精装,有电梯,78,405,2010,1.01E+11,
昌平,天通苑东三区,2室1厅,南北,6,其他,无电梯,79,395,2002,1.01E+11,
昌平,果岭小镇,3室2厅,南北,4,精装,无电梯,134,590,2006,1.01E+11,
昌平,天通苑东二区,2室1厅,南北,6,精装,无电梯,110,450,2001,1.01E+11,
昌平,慧龙居,2室1厅,南北,6,简装,无电梯,82,400,1999,1.01E+11,
昌平,冠雅苑,2室2厅,南北,6,毛坯,,74,290,2000,1.01E+11,
昌平,金隅万科城,2室1厅,西南,28,精装,有电梯,84,390,2011,1.01E+11,
昌平,名流花园,3室2厅,南北,6,简装,无电梯,127,425,1996,1.01E+11,
昌平,天通苑东一区,2室1厅,南北,6,简装,,76,359,2001,1.01E+11,
昌平,金色漫香苑,2室1厅,南北,8,精装,,89,416,2013,1.01E+11,
昌平,龙华园,2室1厅,南北,6,简装,,77,385,1996,1.01E+11,
昌平,天通苑北一区,4室2厅,南北,7,简装,无电梯,186,780,2004,1.01E+11,
昌平,新龙城,3室2厅,南北,8,精装,有电梯,113,588,2006,1.01E+11,
昌平,南厂东区,2室1厅,南北,6,简装,,59,192,1996,1.01E+11,
昌平,西湖新村,1室1厅,西北,6,简装,,57,267,2000,1.01E+11,
昌平,溪城家园,2室1厅,南,15,精装,有电梯,80,418,2010,1.01E+11,
昌平,流星花园三区,4室2厅,西南,6,其他,,183,850,2003,1.01E+11,
昌平,沙河一通,1室1厅,南,5,简装,,42,198,1996,1.01E+11,
昌平,善缘嘉园,1室1厅,南,6,精装,无电梯,54,245,2006,1.01E+11,
昌平,美树假日嘉园,2室1厅,南北,6,简装,无电梯,111,455,2004,1.01E+11,
昌平,名佳花园三区,3室1厅,南北,6,简装,无电梯,145,435,2004,1.01E+11,
昌平,天通苑东二区,3室1厅,南北,7,其他,无电梯,132,499,2001,1.01E+11,
昌平,华龙苑中里,2室1厅,南北,6,简装,无电梯,56,335,1992,1.01E+11,
昌平,冠雅苑,2室2厅,东南,6,精装,,78,310,2000,1.01E+11,
昌平,天通苑本三区,3室1厅,南北,6,其他,,128,558,1999,1.01E+11,
昌平,天通西苑二区,2室1厅,东南,32,精装,,91,365,2003,1.01E+11,
昌平,北亚花园,2室2厅,南北,6,其他,,96,344,2003,1.01E+11,
昌平,龙锦苑东一区,2室1厅,南北,6,其他,无电梯,98,425,2007,1.01E+11,
昌平,良庄家园,2室2厅,南北,6,精装,无电梯,98,475,2004,1.01E+11,
昌平,北京北,1室1厅,东北,20,精装,有电梯,56,349,2008,1.01E+11,
昌平,天通苑东三区,4室2厅,南北,6,简装,无电梯,163,490,2002,1.01E+11,
昌平,金隅观澜时代,2室2厅,东西,21,其他,无电梯,93,405,2012,1.01E+11,
昌平,新悦家园,2室1厅,东南,26,其他,有电梯,94,370,2003,1.01E+11,
昌平,天通西苑二区,2室1厅,东西,19,其他,,130,430,2003,1.01E+11,
昌平,北环里小区,2室1厅,西,6,精装,无电梯,74,295,2001,1.01E+11,
昌平,龙锦苑东五区,3室2厅,南北,6,简装,,124,475,2007,1.01E+11,
昌平,北京北,5室3厅,南北,20,其他,有电梯,113,960,2008,1.01E+11,
昌平,温泉花园A区,4室2厅,南北,6,简装,,186,530,1995,1.01E+11,
昌平,御汤山东区,5室3厅,南北,2,毛坯,,456,1550,2012,1.01E+11,
昌平,首开智慧社,3室2厅,南北,17,其他,有电梯,140,750,2011,1.01E+11,
昌平,水关新村,4室2厅,南北,4,精装,,159,600,1993,1.01E+11,
昌平,天慧园,4室2厅,南北,7,其他,,198,695,2000,1.01E+11,
昌平,天通苑北二区,4室2厅,南北,12,精装,,226,640,2005,1.01E+11,
昌平,王府园中园五区,3室2厅,南北,2,精装,,143,720,2002,1.01E+11,
昌平,王府花园合道府,9室3厅,南北,2,简装,,220,1280,1997,1.01E+11,
昌平,海德堡花园,2室1厅,南,5,简装,无电梯,64,386,2004,1.01E+11,
昌平,天通苑本四区,2室1厅,东西,6,简装,无电梯,105,405,2000,1.01E+11,
昌平,郝庄家园,3室1厅,南北,6,精装,无电梯,100,320,2004,1.01E+11,
昌平,天慧园,3室2厅,南北,7,简装,,147,520,2000,1.01E+11,
昌平,天通苑北二区,1室1厅,西,16,精装,有电梯,51,260,2004,1.01E+11,
昌平,善缘嘉园,1室1厅,南北,6,精装,无电梯,58,255,2006,1.01E+11,
昌平,金科帕提欧,2室2厅,南北,10,精装,有电梯,97,360,2011,1.01E+11,
昌平,郝庄家园,2室1厅,南北,6,精装,无电梯,90,275,2003,1.01E+11,
昌平,佳运园三期,1室1厅,东北,6,精装,无电梯,66,330,2004,1.01E+11,
昌平,金隅万科城,2室1厅,南北,28,精装,有电梯,90,430,2009,1.01E+11,
昌平,天通苑本六区,4室2厅,南北,6,精装,,171,586,2001,1.01E+11,
昌平,溪城家园,2室1厅,南北,15,简装,有电梯,81,390,2010,1.01E+11,
昌平,名佳花园三区,2室1厅,南北,5,简装,无电梯,86,349,2004,1.01E+11,
昌平,流星花园二区,2室1厅,南北,6,精装,,83,464,2003,1.01E+11,
昌平,昌盛园一区,3室2厅,南北,7,精装,,122,475,2001,1.01E+11,
昌平,龙腾苑二区,3室1厅,南北,6,其他,,131,550,2003,1.01E+11,
昌平,燕城苑南区,2室1厅,东西,6,精装,,68,290,1996,1.01E+11,
昌平,望都新地二期,2室1厅,南北,6,精装,,89,410,2012,1.01E+11,
昌平,长滩壹号,3室1厅,南北,9,精装,,96,480,2010,1.01E+11,
昌平,太平家园,2室2厅,南北,6,精装,无电梯,91,400,2000,1.01E+11,
昌平,北京人家,2室2厅,南北,6,简装,,106,479,2002,1.01E+11,
昌平,矩阵二期,2室1厅,东南,6,精装,有电梯,96,490,2004,1.01E+11,
昌平,合立方,2室1厅,西,21,精装,有电梯,73,322,2010,1.01E+11,
昌平,天通苑北三区,4室1厅,南北,6,简装,无电梯,150,460,2004,1.01E+11,
昌平,西环里,2室1厅,南北,6,其他,,60,245,1984,1.01E+11,
昌平,流星花园三区,2室1厅,南北,6,简装,有电梯,100,465,2004,1.01E+11,
昌平,良庄家园,2室1厅,南北,6,其他,无电梯,80,435,2004,1.01E+11,
昌平,花雨汀,2室1厅,东南,15,精装,,79,329,2014,1.01E+11,
昌平,北街家园八区,3室1厅,南北,14,简装,有电梯,115,500,2010,1.01E+11,
昌平,龙华园,2室1厅,南北,6,精装,,80,419,1996,1.01E+11,
昌平,东辰小区,2室2厅,南北,6,精装,,94,455,1998,1.01E+11,
昌平,郝庄家园西区,2室2厅,南北,6,精装,无电梯,86,275,2002,1.01E+11,
昌平,王府温馨公寓,3室3厅,南北,6,精装,无电梯,149,500,1999,1.01E+11,
昌平,王府温馨公寓,3室2厅,南北,6,其他,无电梯,123,359,1998,1.01E+11,
昌平,天通西苑三区,2室2厅,南北,13,精装,有电梯,134,488,2003,1.01E+11,
昌平,宜山居,3室2厅,南北,4,毛坯,无电梯,174,630,2013,1.01E+11,
昌平,天通西苑二区,1室1厅,南,10,其他,有电梯,61,310,2003,1.01E+11,
昌平,矩阵二期,5室3厅,南北,7,精装,有电梯,202,1000,2004,1.01E+11,
昌平,金色漫香苑,5室1厅,南北,9,简装,有电梯,188,820,2013,1.01E+11,
昌平,天通苑北二区,2室2厅,南北,16,精装,有电梯,161,616,2005,1.01E+11,
昌平,北京北,1室1厅,东北,20,精装,有电梯,56,349,2008,1.01E+11,
昌平,天通苑东三区,4室2厅,南北,6,简装,无电梯,163,490,2002,1.01E+11,
昌平,王府园中园六区,5室2厅,南北,6,简装,,336,1300,2002,1.01E+11,
昌平,燕城苑南区,2室2厅,南北,6,精装,无电梯,99,360,2000,1.01E+11,
昌平,天通苑东二区,3室1厅,南北,7,精装,,137,510,2001,1.01E+11,
昌平,金隅万科城,2室1厅,南西,26,精装,,85,375,2012,1.01E+11,
昌平,矩阵二期,2室1厅,东南,6,精装,有电梯,96,490,2004,1.01E+11,
昌平,合立方,2室1厅,西,21,精装,有电梯,73,322,2010,1.01E+11,
昌平,东关北里小区,3室1厅,南北,6,简装,无电梯,111,425,2000,1.01E+11,
昌平,溪城家园,2室1厅,南北,15,简装,有电梯,81,399,2010,1.01E+11,
昌平,天通苑北三区,4室1厅,南北,6,简装,无电梯,150,460,2004,1.01E+11,
昌平,都市芳园丽湖园,3室2厅,南北,5,简装,无电梯,118,445,2000,1.01E+11,
昌平,紫金新干线,2室1厅,南北,10,精装,有电梯,88,461,2007,1.01E+11,
昌平,北京人家,3室2厅,南北,6,精装,无电梯,130,540,2002,1.01E+11,
昌平,金科帕提欧,5室2厅,东南,9,其他,,131,850,2011,1.01E+11,
昌平,龙城花园S区,4室2厅,南北,4,精装,无电梯,208,1450,1997,1.01E+11,
昌平,天通苑本四区,2室1厅,东西,6,简装,无电梯,74,365,2000,1.01E+11,
昌平,塞纳维拉,4室2厅,南北,3,精装,,205,1900,2001,1.01E+11,
昌平,名佳花园三区,2室2厅,东北,6,简装,无电梯,104,360,2004,1.01E+11,
昌平,融泽嘉园,3室1厅,南,24,简装,,104,570,2014,1.01E+11,
昌平,金科帕提欧,5室2厅,南北,10,精装,有电梯,96,700,2011,1.01E+11,
昌平,晨浩花园西区,3室2厅,南北,4,简装,,142,540,2001,1.01E+11,
昌平,长滩壹号,3室1厅,南北,9,精装,,96,480,2010,1.01E+11,
昌平,太平家园,2室2厅,南北,6,精装,无电梯,91,400,2000,1.01E+11,
昌平,北京人家,2室2厅,南北,6,简装,,106,479,2002,1.01E+11,
昌平,流星花园二区,2室1厅,南北,6,精装,,83,464,2003,1.01E+11,
昌平,昌盛园一区,3室2厅,南北,7,精装,,122,475,2001,1.01E+11,
昌平,龙腾苑二区,3室1厅,南北,6,其他,,131,550,2003,1.01E+11,
昌平,燕城苑南区,2室1厅,东西,6,精装,,68,290,1996,1.01E+11,
昌平,望都新地二期,2室1厅,南北,6,精装,,89,410,2012,1.01E+11,
昌平,建明里小区,2室1厅,南北,6,其他,,65,280,2001,1.01E+11,
昌平,天通西苑三区,3室2厅,南北,13,精装,,164,535,2000,1.01E+11,
昌平,新西广街,2室1厅,南,5,其他,,56,170,1982,1.01E+11,
昌平,沙河药材仓库宿舍,2室1厅,南北,6,简装,,65,258,1997,1.01E+11,
昌平,天通苑北二区,4室2厅,东西,12,精装,有电梯,214,496,2005,1.01E+11,
昌平,龙旗广场,2室1厅,东南,28,简装,有电梯,79,380,2010,1.01E+11,
昌平,西湖新村,4室2厅,南北,6,精装,无电梯,215,545,2001,1.01E+11,
昌平,天通西苑一区,4室2厅,西南,13,简装,有电梯,201,800,2001,1.01E+11,
昌平,天通苑北一区,6室3厅,南北,6,精装,无电梯,280,980,2004,1.01E+11,
昌平,龙锦苑二区,3室1厅,南北,6,简装,无电梯,125,580,2005,1.01E+11,
昌平,龙跃苑四区,3室1厅,南北,6,精装,无电梯,127,519,2005,1.01E+11,
昌平,美树假日嘉园,3室2厅,南北,4,精装,无电梯,172,800,2004,1.01E+11,
昌平,金隅万科城,3室1厅,西南,28,精装,有电梯,88,435,2011,1.01E+11,
昌平,天通苑本四区,5室2厅,南北,6,简装,,225,620,2000,1.01E+11,
昌平,名佳花园三区,2室2厅,东北,6,简装,无电梯,104,360,2004,1.01E+11,
昌平,善缘嘉园,1室1厅,南北,6,其他,无电梯,66,287,2005,1.01E+11,
昌平,天通苑本六区,2室1厅,南北,6,简装,无电梯,74,359,2000,1.01E+11,
昌平,塞纳维拉,4室2厅,南北,3,精装,,205,1900,2001,1.01E+11,
昌平,天通苑本四区,2室1厅,东西,6,简装,无电梯,74,365,2000,1.01E+11,
昌平,矩阵一期,3室1厅,南北,6,精装,,117,520,1998,1.01E+11,
昌平,太平家园,2室2厅,南北,6,简装,无电梯,91,391,2000,1.01E+11,
昌平,金科帕提欧,5室2厅,东南,9,其他,,131,850,2011,1.01E+11,
昌平,龙城花园S区,4室2厅,南北,4,精装,无电梯,208,1450,1997,1.01E+11,
昌平,金科帕提欧,5室2厅,南北,10,精装,有电梯,96,700,2011,1.01E+11,
昌平,晨浩花园西区,3室2厅,南北,4,简装,,142,540,2001,1.01E+11,
昌平,王府园中园六区,5室2厅,南北,6,简装,,336,1300,2002,1.01E+11,
昌平,桃园公寓,2室2厅,东北,7,精装,无电梯,125,355,1996,1.01E+11,
昌平,佳运园二期,1室1厅,东北,6,精装,,66,335,2005,1.01E+11,
昌平,名佳花园一区,3室1厅,南北,7,简装,,116,440,2001,1.01E+11,
昌平,天通苑北一区,2室1厅,南,28,其他,,94,425,2004,1.01E+11,
昌平,紫金新干线,2室1厅,南北,9,精装,有电梯,89,462,2009,1.01E+11,
昌平,天通西苑二区,2室1厅,南北,18,精装,,82,370,2000,1.01E+11,
昌平,王府公寓三区,2室2厅,南北,5,其他,,103,420,1995,1.01E+11,
昌平,王府公寓三区,2室1厅,南北,5,简装,,103,405,1995,1.01E+11,
昌平,京科苑,2室2厅,南北,6,简装,,114,430,1998,1.01E+11,
昌平,东关北里小区,2室1厅,南北,6,简装,,66,270,1993,1.01E+11,
昌平,保利罗兰香谷,3室2厅,南北,19,精装,有电梯,91,465,2012,1.01E+11,
昌平,田园风光雅苑,2室1厅,南北,6,简装,,111,529,2006,1.01E+11,
昌平,北一街8号,3室2厅,南北,9,精装,有电梯,166,680,2006,1.01E+11,
昌平,新龙城,1室0厅,北,20,精装,,46,285,2007,1.01E+11,
昌平,天通苑北二区,2室1厅,南北,16,简装,有电梯,113,445,2004,1.01E+11,
昌平,嘉诚花园二期,3室1厅,南北,7,精装,无电梯,121,560,2003,1.01E+11,
昌平,郝庄家园东区,2室1厅,南北,6,简装,无电梯,77,255,1995,1.01E+11,
昌平,金榜园,3室2厅,南北,6,精装,,132,660,2002,1.01E+11,
昌平,龙锦苑二区,3室1厅,南北,6,其他,无电梯,117,550,2005,1.01E+11,
昌平,新悦家园,2室1厅,西南,28,精装,有电梯,64,268,2010,1.01E+11,
昌平,天通西苑一区,4室1厅,南北,13,简装,,186,610,2001,1.01E+11,
昌平,万润家园,2室2厅,南北,9,精装,有电梯,96,495,2003,1.01E+11,
昌平,金域华府一期,2室1厅,南,27,精装,有电梯,85,550,2012,1.01E+11,
昌平,保利罗兰香谷,2室1厅,南,18,简装,有电梯,84,370,2012,1.01E+11,
昌平,水关新村,2室1厅,南,6,其他,无电梯,59,265,1994,1.01E+11,
昌平,东关北里小区,2室1厅,南,6,精装,无电梯,57,255,1992,1.01E+11,
昌平,太平家园,2室2厅,南北,6,简装,无电梯,101,395,2000,1.01E+11,
昌平,北街家园六区,2室1厅,东西,18,精装,有电梯,60,300,2009,1.01E+11,
昌平,新西广街,2室1厅,南,5,其他,,56,170,1982,1.01E+11,
昌平,和谐家园一区,3室1厅,南北,6,其他,,118,475,2006,1.01E+11,
昌平,天通西苑三区,3室2厅,南北,13,精装,,164,535,2000,1.01E+11,
昌平,水屯家园,2室1厅,南北,6,精装,无电梯,83,280,2003,1.01E+11,
昌平,旗胜家园,2室1厅,东南,21,精装,有电梯,83,385,2009,1.01E+11,
昌平,佳运园二期,2室1厅,南北,6,精装,无电梯,85,430,2005,1.01E+11,
昌平,佳运园三期,1室1厅,西北,6,精装,无电梯,66,350,2004,1.01E+11,
昌平,天巢园,1室1厅,南,22,精装,有电梯,62,310,2010,1.01E+11,
昌平,天通西苑一区,2室1厅,东西,6,精装,无电梯,79,380,2001,1.01E+11,
昌平,金域华府一期,1室1厅,南,28,精装,,63,435,2012,1.01E+11,
昌平,名佳花园三区,1室1厅,南北,6,简装,,62,285,2004,1.01E+11,
昌平,北环里小区,2室1厅,南,5,其他,无电梯,56,228,1984,1.01E+11,
昌平,北亚花园,1室1厅,东西,6,简装,,65,270,2003,1.01E+11,
昌平,天通苑东二区,2室1厅,西南,18,精装,,106,420,2001,1.01E+11,
昌平,王府温馨公寓,4室2厅,南北,6,精装,无电梯,179,460,1999,1.01E+11,
昌平,御路园,3室1厅,南北,6,简装,无电梯,107,355,2008,1.01E+11,
昌平,天通苑本三区,3室2厅,南北,6,精装,无电梯,134,510,1999,1.01E+11,
昌平,南环里,3室1厅,南北,6,精装,无电梯,119,480,2001,1.01E+11,
昌平,随园,3室1厅,南北,8,精装,,133,560,2009,1.01E+11,
昌平,温泉花园B区,3室1厅,南北,6,精装,无电梯,116,400,1995,1.01E+11,
昌平,天通西苑三区,3室2厅,东西,13,简装,有电梯,148,460,2003,1.01E+11,
昌平,南厂住宅西区,2室1厅,南北,6,精装,,75,260,2003,1.01E+11,
昌平,温泉花园B区,3室2厅,南北,6,精装,无电梯,129,435,1999,1.01E+11,
昌平,建明里小区,3室1厅,南北,6,精装,无电梯,135,420,2002,1.01E+11,
昌平,润杰经典创新园,2室2厅,南北,6,其他,,83,340,2002,1.01E+11,
昌平,领秀慧谷B区,2室1厅,南北,11,简装,,80,390,2011,1.01E+11,
昌平,金榜园,2室1厅,南北,6,精装,无电梯,86,475,2003,1.01E+11,
昌平,新龙城,1室1厅,北,20,简装,有电梯,56,318,2007,1.01E+11,
昌平,龙锦苑东一区,3室1厅,南北,6,简装,,118,450,2007,1.01E+11,
昌平,龙锦苑东二区,3室1厅,南北,6,简装,,124,460,2007,1.01E+11,
昌平,首开智慧社,2室2厅,东南,21,精装,,89,510,2011,1.01E+11,
昌平,北街家园八区,2室1厅,南北,17,精装,有电梯,88,365,2010,1.01E+11,
昌平,天通西苑二区,2室1厅,南北,18,精装,,82,370,2000,1.01E+11,
昌平,天通苑北一区,4室2厅,南北,6,简装,无电梯,190,660,2004,1.01E+11,
昌平,天通苑北一区,4室2厅,南北,13,简装,有电梯,202,790,2004,1.01E+11,
昌平,天通苑北一区,4室1厅,南北,17,毛坯,有电梯,187,770,2004,1.01E+11,
昌平,天通西苑三区,3室1厅,东北,32,精装,,141,427,2003,1.01E+11,
昌平,天通苑中苑,2室2厅,南北,11,精装,有电梯,156,580,2007,1.01E+11,
昌平,田园风光雅苑,3室1厅,南北,6,精装,无电梯,124,530,2006,1.01E+11,
昌平,金科廊桥水岸,3室1厅,南北,6,其他,有电梯,136,640,2013,1.01E+11,
昌平,龙湖滟澜新宸西区,3室1厅,南北,15,毛坯,有电梯,125,470,2015,1.01E+11,
昌平,天通西苑一区,3室1厅,南北,13,其他,,160,600,2001,1.01E+11,
昌平,龙腾苑三区,3室1厅,南北,6,精装,无电梯,118,538,2002,1.01E+11,
昌平,石坊院,2室1厅,南北,6,精装,无电梯,57,249,1991,1.01E+11,
昌平,天通西苑三区,4室2厅,南北,13,精装,有电梯,196,618,2000,1.01E+11,
昌平,佳运园一期,1室1厅,南,6,简装,无电梯,64,310,1998,1.01E+11,
昌平,合木山庄,4室1厅,南北,4,精装,,147,750,2003,1.01E+11,
昌平,金隅万科城,3室1厅,西南,28,精装,,148,595,2009,1.01E+11,
昌平,首开智慧社,2室1厅,南北,17,精装,,86,510,2011,1.01E+11,
昌平,北京人家,3室2厅,南北,6,精装,无电梯,117,555,2004,1.01E+11,
昌平,华龙苑南里,3室1厅,西南,6,简装,无电梯,77,390,1995,1.01E+11,
昌平,佳运园三期,1室1厅,南北,6,简装,无电梯,67,360,2004,1.01E+11,
昌平,京投银泰公园悦府,2室1厅,南,22,毛坯,,81,485,2015,1.01E+11,
昌平,风雅园三区,2室1厅,南北,6,其他,无电梯,95,465,2000,1.01E+11,
昌平,天通西苑三区,4室3厅,南北,13,精装,有电梯,274,1250,2003,1.01E+11,
昌平,天通苑北一区,6室2厅,南北,7,精装,无电梯,275,950,2004,1.01E+11,
昌平,天通苑北三区,3室2厅,南北,6,精装,无电梯,167,545,2003,1.01E+11,
昌平,蓬莱公寓东区,4室2厅,南北,6,精装,,182,550,2002,1.01E+11,
昌平,沙河地质研究院家属楼,2室1厅,南,6,简装,,54,260,1992,1.01E+11,
昌平,金榜园,4室2厅,南北,6,精装,,203,800,2002,1.01E+11,
昌平,龙腾苑二区,3室1厅,南北,6,精装,无电梯,118,490,2003,1.01E+11,
昌平,龙禧苑二区,4室2厅,南北,6,简装,无电梯,166,680,2004,1.01E+11,
昌平,新龙城,3室1厅,南北,12,精装,有电梯,113,650,2007,1.01E+11,
昌平,塞纳维拉,4室2厅,南北,3,精装,,206,1750,2001,1.01E+11,
昌平,西湖新村,3室2厅,南北,7,精装,,132,599,2000,1.01E+11,
昌平,善缘嘉园,3室1厅,南北,6,精装,无电梯,107,346,2003,1.01E+11,
昌平,佳运园二期,2室1厅,南北,6,精装,无电梯,85,460,2005,1.01E+11,
昌平,佳运园三期,2室1厅,南北,6,精装,无电梯,89,458,2004,1.01E+11,
昌平,合立方,2室1厅,东南,21,精装,有电梯,72,318,2010,1.01E+11,
